,GitHub Name,Smogon Name,PMD Reference,,Pts.,Spr.,D.Spr.,Pokémon,Types,,HP,Atk,Def,SpA,SpD,Spe,0,252,252+,,Sprite
,bellossom,bellossom,0182,,1,,,Bellossom,Grass,-,75,80,95,90,100,50,136,199,218,,
,marill,marill,0183,,1,,,Marill,Water,Fairy,70,20,50,20,50,40,116,179,196,,
,azumarill,azumarill,0184,,12,,,Azumarill,Water,Fairy,100,50,80,60,80,50,136,199,218,,
,sudowoodo,sudowoodo,0185,,1,,,Sudowoodo,Rock,-,70,100,115,30,65,30,96,159,174,,
,politoed,politoed,0186,,7,,,Politoed,Water,-,90,75,75,90,100,70,176,239,262,,
,hoppip,hoppip,0187,,1,,,Hoppip,Grass,Flying,35,35,40,35,55,50,136,199,218,,
,skiploom,skiploom,0188,,1,,,Skiploom,Grass,Flying,55,45,50,45,65,80,196,259,284,,
,jumpluff,jumpluff,0189,,1,,,Jumpluff,Grass,Flying,75,55,70,55,95,110,256,319,350,,
,aipom,aipom,0190,,1,,,Aipom,Normal,-,55,70,55,40,55,85,206,269,295,,
,sunkern,sunkern,0191,,1,,,Sunkern,Grass,-,30,30,30,30,30,30,96,159,174,,
,sunflora,sunflora,0192,,1,,,Sunflora,Grass,-,75,75,55,105,85,30,96,159,174,,
,yanma,yanma,0193,,1,,,Yanma,Bug,Flying,65,65,45,75,45,95,226,289,317,,
,wooper,wooper,0194,,1,,,Wooper,Water,Ground,55,45,45,25,25,15,66,129,141,,
,wooper-paldea,wooper-paldea,0194/0002,,,,,Paldean Wooper,Poison,Ground,55,45,45,25,25,15,66,129,141,,
,quagsire,quagsire,0195,,4,,,Quagsire,Water,Ground,95,85,85,65,65,35,106,169,185,,
,espeon,espeon,0196,,9,,,Espeon,Psychic,-,65,65,60,130,95,110,256,319,350,,
,umbreon,umbreon,0197,,12,,,Umbreon,Dark,-,95,65,110,60,130,65,166,229,251,,
,murkrow,murkrow,0198,,1,,,Murkrow,Dark,Flying,60,85,42,85,42,91,218,281,309,,
,slowking,slowking,0199,,13,,,Slowking,Water,Psychic,95,75,80,100,110,30,96,159,174,,
,slowking-galar,slowking-galar,0199/0001,,,,,Galarian Slowking,Poison,Psychic,95,65,80,110,110,30,96,159,174,,
,misdreavus,misdreavus,0200,,1,,,Misdreavus,Ghost,-,60,60,60,85,85,85,206,269,295,,
,unown,unown,0201,,1,,,Unown,Psychic,-,48,72,48,72,48,48,132,195,214,,
,wobbuffet,wobbuffet,0202,,1,,,Wobbuffet,Psychic,-,190,33,58,33,58,33,102,165,181,,
,girafarig,girafarig,0203,,1,,,Girafarig,Normal,Psychic,70,80,65,90,65,85,206,269,295,,
,pineco,pineco,0204,,1,,,Pineco,Bug,-,50,65,90,35,35,15,66,129,141,,
,forretress,forretress,0205,,3,,,Forretress,Bug,Steel,75,90,140,60,60,40,116,179,196,,
,dunsparce,dunsparce,0206,,1,,,Dunsparce,Normal,-,100,70,70,65,65,45,126,189,207,,
,gligar,gligar,0207,,4,,,Gligar,Ground,Flying,65,75,105,35,65,85,206,269,295,,
,steelix,steelix,0208,,8,,,Steelix,Steel,Ground,75,85,200,55,65,30,96,159,174,,
,steelix-mega,steelix-mega,0208/0001,,7,,,Mega Steelix,Steel,Ground,75,125,230,55,95,30,96,159,174,,
,snubbull,snubbull,0209,,1,,,Snubbull,Fairy,-,60,80,50,40,40,30,96,159,174,,
,granbull,granbull,0210,,6,,,Granbull,Fairy,-,90,120,75,60,60,45,126,189,207,,
,qwilfish,qwilfish,0211,,8,,,Qwilfish,Water,Poison,65,95,85,55,55,85,206,269,295,,
,qwilfish-hisui,qwilfish-hisui,0211/0001,,,,,Hisuian Qwilfish,Dark,Poison,65,95,85,55,55,85,206,269,295,,
,scizor,scizor,0212,,13,,,Scizor,Bug,Steel,70,130,100,55,80,65,166,229,251,,
,scizor-mega,scizor-mega,0212/0001,,16,,,Mega Scizor,Bug,Steel,70,150,140,65,100,75,186,249,273,,
,shuckle,shuckle,0213,,2,,,Shuckle,Bug,Rock,20,10,230,10,230,5,46,109,119,,
,heracross,heracross,0214,,4,,,Heracross,Bug,Fighting,80,125,75,40,95,85,206,269,295,,
,heracross-mega,heracross-mega,0214/0001,,12,,,Mega Heracross,Bug,Fighting,80,185,115,40,105,75,186,249,273,,
,sneasel,sneasel,0215,,3,,,Sneasel,Dark,Ice,55,95,55,35,75,115,266,329,361,,
,sneasel-hisui,sneasel-hisui,0215/0001,,,,,Hisuian Sneasel,Fighting,Poison,55,95,55,35,75,115,266,329,361,,
,teddiursa,teddiursa,0216,,1,,,Teddiursa,Normal,-,60,80,50,50,50,40,116,179,196,,
,ursaring,ursaring,0217,,2,,,Ursaring,Normal,-,90,130,75,75,75,55,146,209,229,,
,slugma,slugma,0218,,1,,,Slugma,Fire,-,40,40,40,70,40,20,76,139,152,,
,magcargo,magcargo,0219,,1,,,Magcargo,Fire,Rock,60,50,120,90,80,30,96,159,174,,
,swinub,swinub,0220,,1,,,Swinub,Ice,Ground,50,50,40,30,30,50,136,199,218,,
,piloswine,piloswine,0221,,8,,,Piloswine,Ice,Ground,100,100,80,60,60,50,136,199,218,,
,corsola,corsola,0222,,1,,,Corsola,Water,Rock,65,55,95,65,95,35,106,169,185,,
,corsola-galar,corsola-galar,0222/0001,,,,,Galarian Corsola,Ghost,-,60,55,100,65,100,30,96,159,174,,
,remoraid,remoraid,0223,,1,,,Remoraid,Water,-,35,65,35,65,35,65,166,229,251,,
,octillery,octillery,0224,,1,,,Octillery,Water,-,75,105,75,105,75,45,126,189,207,,
,delibird,delibird,0225,,1,,,Delibird,Ice,Flying,45,55,45,65,45,75,186,249,273,,
,mantine,mantine,0226,,1,,,Mantine,Water,Flying,85,40,70,80,140,70,176,239,262,,
,skarmory,skarmory,0227,,12,,,Skarmory,Steel,Flying,65,80,140,40,70,70,176,239,262,,
,houndour,houndour,0228,,1,,,Houndour,Dark,Fire,45,60,30,80,50,65,166,229,251,,
,houndoom,houndoom,0229,,1,,,Houndoom,Dark,Fire,75,90,50,110,80,95,226,289,317,,
,houndoom-mega,houndoom-mega,0229/0001,,4,,,Mega Houndoom,Dark,Fire,75,90,90,140,90,115,266,329,361,,
,kingdra,kingdra,0230,,6,,,Kingdra,Water,Dragon,75,95,95,95,95,85,206,269,295,,
,phanpy,phanpy,0231,,1,,,Phanpy,Ground,-,90,60,60,40,40,40,116,179,196,,
,donphan,donphan,0232,,9,,,Donphan,Ground,-,90,120,120,60,60,50,136,199,218,,
,porygon2,porygon2,0233,,6,,,Porygon2,Normal,-,85,80,90,105,95,60,156,219,240,,
,stantler,stantler,0234,,1,,,Stantler,Normal,-,73,95,62,85,65,85,206,269,295,,
,smeargle,smeargle,0235,,2,,,Smeargle,Normal,-,55,20,35,20,45,75,186,249,273,,
,tyrogue,tyrogue,0236,,1,,,Tyrogue,Fighting,-,35,35,35,35,35,35,106,169,185,,
,hitmontop,hitmontop,0237,,2,,,Hitmontop,Fighting,-,50,95,95,35,110,70,176,239,262,,
,smoochum,smoochum,0238,,1,,,Smoochum,Ice,Psychic,45,30,15,85,65,65,166,229,251,,
,elekid,elekid,0239,,1,,,Elekid,Electric,-,45,63,37,65,55,95,226,289,317,,
,magby,magby,0240,,1,,,Magby,Fire,-,45,75,37,70,55,83,202,265,291,,
,miltank,miltank,0241,,5,,,Miltank,Normal,-,95,80,105,40,70,100,236,299,328,,
,blissey,blissey,0242,,14,,,Blissey,Normal,-,255,10,10,75,135,55,146,209,229,,
,raikou,raikou,0243,,16,,,Raikou,Electric,-,90,85,75,115,100,115,266,329,361,,
,entei,entei,0244,,6,,,Entei,Fire,-,115,115,85,90,75,100,236,299,328,,
,suicune,suicune,0245,,8,,,Suicune,Water,-,100,75,115,90,115,85,206,269,295,,
,larvitar,larvitar,0246,,1,,,Larvitar,Rock,Ground,50,64,50,45,50,41,118,181,199,,
,pupitar,pupitar,0247,,1,,,Pupitar,Rock,Ground,70,84,70,65,70,51,138,201,221,,
,tyranitar,tyranitar,0248,,14,,,Tyranitar,Rock,Dark,100,134,110,95,100,61,158,221,243,,
,tyranitar-mega,tyranitar-mega,0248/0001,,12,,,Mega Tyranitar,Rock,Dark,100,164,150,95,120,71,178,241,265,,
,lugia,lugia,0249,,99,,,Lugia,Psychic,Flying,106,90,130,90,154,110,256,319,350,,
,ho-oh,hooh,0250,,99,,,Ho-Oh,Fire,Flying,106,130,90,110,154,90,216,279,306,,
,celebi,celebi,0251,,11,,,Celebi,Psychic,Grass,100,100,100,100,100,100,236,299,328,,
,treecko,treecko,0252,,1,,,Treecko,Grass,-,40,45,35,65,55,70,176,239,262,,
,grovyle,grovyle,0253,,1,,,Grovyle,Grass,-,50,65,45,85,65,95,226,289,317,,
,sceptile,sceptile,0254,,3,,,Sceptile,Grass,-,70,85,65,105,85,120,276,339,372,,
,sceptile-mega,sceptile-mega,0254/0001,,10,,,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,326,389,427,,
,torchic,torchic,0255,,1,,,Torchic,Fire,-,45,60,40,70,50,45,126,189,207,,
,combusken,combusken,0256,,1,,,Combusken,Fire,Fighting,60,85,60,85,60,55,146,209,229,,
,blaziken,blaziken,0257,,5,,,Blaziken,Fire,Fighting,80,120,70,110,70,80,196,259,284,,
,blaziken-mega,blaziken-mega,0257/0001,,99,,,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,236,299,328,,
,mudkip,mudkip,0258,,1,,,Mudkip,Water,-,50,70,50,50,50,40,116,179,196,,
,marshtomp,marshtomp,0259,,1,,,Marshtomp,Water,Ground,70,85,70,60,70,50,136,199,218,,
,swampert,swampert,0260,,8,,,Swampert,Water,Ground,100,110,90,85,90,60,156,219,240,,
,swampert-mega,swampert-mega,0260/0001,,13,,,Mega Swampert,Water,Ground,100,150,110,95,110,70,176,239,262,,
,poochyena,poochyena,0261,,1,,,Poochyena,Dark,-,35,55,35,30,30,35,106,169,185,,
,mightyena,mightyena,0262,,1,,,Mightyena,Dark,-,70,90,70,60,60,70,176,239,262,,
,zigzagoon,zigzagoon,0263,,1,,,Zigzagoon,Normal,-,38,30,41,30,41,60,156,219,240,,
,zigzagoon-galar,zigzagoon-galar,0263/0001,,,,,Galarian Zigzagoon,Dark,Normal,38,30,41,30,41,60,156,219,240,,
,linoone,linoone,0264,,1,,,Linoone,Normal,-,78,70,61,50,61,100,236,299,328,,
,linoone-galar,linoone-galar,0264/0001,,,,,Galarian Linoone,Dark,Normal,78,70,61,50,61,100,236,299,328,,
,wurmple,wurmple,0265,,1,,,Wurmple,Bug,-,45,45,35,20,30,20,76,139,152,,
,silcoon,silcoon,0266,,1,,,Silcoon,Bug,-,50,35,55,25,25,15,66,129,141,,
,beautifly,beautifly,0267,,1,,,Beautifly,Bug,Flying,60,70,50,100,50,65,166,229,251,,
,cascoon,cascoon,0268,,1,,,Cascoon,Bug,-,50,35,55,25,25,15,66,129,141,,
,dustox,dustox,0269,,1,,,Dustox,Bug,Poison,60,50,70,50,90,65,166,229,251,,
,lotad,lotad,0270,,1,,,Lotad,Water,Grass,40,30,30,40,50,30,96,159,174,,
,lombre,lombre,0271,,1,,,Lombre,Water,Grass,60,50,50,60,70,50,136,199,218,,
,ludicolo,ludicolo,0272,,3,,,Ludicolo,Water,Grass,80,70,70,90,100,70,176,239,262,,
,seedot,seedot,0273,,1,,,Seedot,Grass,-,40,40,50,30,30,30,96,159,174,,
,nuzleaf,nuzleaf,0274,,1,,,Nuzleaf,Grass,Dark,70,70,40,60,40,60,156,219,240,,
,shiftry,shiftry,0275,,1,,,Shiftry,Grass,Dark,90,100,60,90,60,80,196,259,284,,
,taillow,taillow,0276,,1,,,Taillow,Normal,Flying,40,55,30,30,30,85,206,269,295,,
,swellow,swellow,0277,,8,,,Swellow,Normal,Flying,60,85,60,75,50,125,286,349,383,,
,wingull,wingull,0278,,1,,,Wingull,Water,Flying,40,30,30,55,30,85,206,269,295,,
,pelipper,pelipper,0279,,14,,,Pelipper,Water,Flying,60,50,100,95,70,65,166,229,251,,
,ralts,ralts,0280,,1,,,Ralts,Psychic,Fairy,28,25,25,45,35,40,116,179,196,,
,kirlia,kirlia,0281,,1,,,Kirlia,Psychic,Fairy,38,35,35,65,55,50,136,199,218,,
,gardevoir,gardevoir,0282,,6,,,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,196,259,284,,
,gardevoir-mega,gardevoir-mega,0282/0001,,15,,,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,236,299,328,,
,surskit,surskit,0283,,1,,,Surskit,Bug,Water,40,30,32,50,52,65,166,229,251,,
,masquerain,masquerain,0284,,1,,,Masquerain,Bug,Flying,70,60,62,100,82,80,196,259,284,,
,shroomish,shroomish,0285,,1,,,Shroomish,Grass,-,60,40,60,40,60,35,106,169,185,,
,breloom,breloom,0286,,5,,,Breloom,Grass,Fighting,60,130,80,60,60,70,176,239,262,,
,slakoth,slakoth,0287,,1,,,Slakoth,Normal,-,60,60,60,35,35,30,96,159,174,,
,vigoroth,vigoroth,0288,,1,,,Vigoroth,Normal,-,80,80,80,55,55,90,216,279,306,,
,slaking,slaking,0289,,1,,,Slaking,Normal,-,150,160,100,95,65,100,236,299,328,,
,nincada,nincada,0290,,1,,,Nincada,Bug,Ground,31,45,90,30,30,40,116,179,196,,
,ninjask,ninjask,0291,,1,,,Ninjask,Bug,Flying,61,90,45,50,50,160,356,419,460,,
,shedinja,shedinja,0292,,1,,,Shedinja,Bug,Ghost,1,90,45,30,30,40,116,179,196,,
,whismur,whismur,0293,,1,,,Whismur,Normal,-,64,51,23,51,23,28,92,155,170,,
,loudred,loudred,0294,,1,,,Loudred,Normal,-,84,71,43,71,43,48,132,195,214,,
,exploud,exploud,0295,,3,,,Exploud,Normal,-,104,91,63,91,73,68,172,235,258,,
,makuhita,makuhita,0296,,1,,,Makuhita,Fighting,-,72,60,30,20,30,25,86,149,163,,
,hariyama,hariyama,0297,,4,,,Hariyama,Fighting,-,144,120,60,40,60,50,136,199,218,,
,azurill,azurill,0298,,1,,,Azurill,Normal,Fairy,50,20,40,20,40,20,76,139,152,,
,nosepass,nosepass,0299,,1,,,Nosepass,Rock,-,30,45,135,45,90,30,96,159,174,,
,skitty,skitty,0300,,1,,,Skitty,Normal,-,50,45,45,35,35,50,136,199,218,,
,delcatty,delcatty,0301,,1,,,Delcatty,Normal,-,70,65,65,55,55,90,216,279,306,,
,sableye,sableye,0302,,3,,,Sableye,Dark,Ghost,50,75,75,65,65,50,136,199,218,,
,sableye-mega,sableye-mega,0302/0001,,9,,,Mega Sableye,Dark,Ghost,50,85,125,85,115,20,76,139,152,,
,mawile,mawile,0303,,1,,,Mawile,Steel,Fairy,50,85,85,55,55,50,136,199,218,,
,mawile-mega,mawile-mega,0303/0001,,17,,,Mega Mawile,Steel,Fairy,50,105,125,55,95,50,136,199,218,,
,aron,aron,0304,,1,,,Aron,Steel,Rock,50,70,100,40,40,30,96,159,174,,
,lairon,lairon,0305,,1,,,Lairon,Steel,Rock,60,90,140,50,50,40,116,179,196,,
,aggron,aggron,0306,,1,,,Aggron,Steel,Rock,70,110,180,60,60,50,136,199,218,,
,aggron-mega,aggron-mega,0306/0001,,8,,,Mega Aggron,Steel,-,70,140,230,60,80,50,136,199,218,,
,meditite,meditite,0307,,1,,,Meditite,Fighting,Psychic,30,40,55,40,55,60,156,219,240,,
,medicham,medicham,0308,,2,,,Medicham,Fighting,Psychic,60,60,75,60,75,80,196,259,284,,
,medicham-mega,medicham-mega,0308/0001,,15,,,Mega Medicham,Fighting,Psychic,60,100,85,80,85,100,236,299,328,,
,electrike,electrike,0309,,1,,,Electrike,Electric,-,40,45,40,65,40,65,166,229,251,,
,manectric,manectric,0310,,1,,,Manectric,Electric,-,70,75,60,105,60,105,246,309,339,,
,manectric-mega,manectric-mega,0310/0001,,12,,,Mega Manectric,Electric,-,70,75,80,135,80,135,306,369,405,,
,plusle,plusle,0311,,1,,,Plusle,Electric,-,60,50,40,85,75,95,226,289,317,,
,minun,minun,0312,,1,,,Minun,Electric,-,60,40,50,75,85,95,226,289,317,,
,volbeat,volbeat,0313,,2,,,Volbeat,Bug,-,65,73,75,47,85,85,206,269,295,,
,illumise,illumise,0314,,2,,,Illumise,Bug,-,65,47,75,73,85,85,206,269,295,,
,roselia,roselia,0315,,4,,,Roselia,Grass,Poison,50,60,45,100,80,65,166,229,251,,
,gulpin,gulpin,0316,,1,,,Gulpin,Poison,-,70,43,53,43,53,40,116,179,196,,
,swalot,swalot,0317,,1,,,Swalot,Poison,-,100,73,83,73,83,55,146,209,229,,
,carvanha,carvanha,0318,,1,,,Carvanha,Water,Dark,45,90,20,65,20,65,166,229,251,,
,sharpedo,sharpedo,0319,,2,,,Sharpedo,Water,Dark,70,120,40,95,40,95,226,289,317,,
,sharpedo-mega,sharpedo-mega,0319/0001,,11,,,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,246,309,339,,
,wailmer,wailmer,0320,,1,,,Wailmer,Water,-,130,70,35,70,35,60,156,219,240,,
,wailord,wailord,0321,,1,,,Wailord,Water,-,170,90,45,90,45,60,156,219,240,,
,numel,numel,0322,,1,,,Numel,Fire,Ground,60,60,40,65,45,35,106,169,185,,
,camerupt,camerupt,0323,,1,,,Camerupt,Fire,Ground,70,100,70,105,75,40,116,179,196,,
,camerupt-mega,camerupt-mega,0323/0001,,5,,,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,76,139,152,,
,torkoal,torkoal,0324,,3,,,Torkoal,Fire,-,70,85,140,85,70,20,76,139,152,,
,spoink,spoink,0325,,1,,,Spoink,Psychic,-,60,25,35,70,80,60,156,219,240,,
,grumpig,grumpig,0326,,1,,,Grumpig,Psychic,-,80,45,65,90,110,80,196,259,284,,
,spinda,spinda,0327,,1,,,Spinda,Normal,-,60,60,60,60,60,60,156,219,240,,
,trapinch,trapinch,0328,,1,,,Trapinch,Ground,-,45,100,45,45,45,10,56,119,130,,
,vibrava,vibrava,0329,,1,,,Vibrava,Ground,Dragon,50,70,50,50,50,70,176,239,262,,
,flygon,flygon,0330,,4,,,Flygon,Ground,Dragon,80,100,80,80,80,100,236,299,328,,
,cacnea,cacnea,0331,,1,,,Cacnea,Grass,-,50,85,40,85,40,35,106,169,185,,
,cacturne,cacturne,0332,,1,,,Cacturne,Grass,Dark,70,115,60,115,60,55,146,209,229,,
,swablu,swablu,0333,,1,,,Swablu,Normal,Flying,45,40,60,40,75,50,136,199,218,,
,altaria,altaria,0334,,1,,,Altaria,Dragon,Flying,75,70,90,70,105,80,196,259,284,,
,altaria-mega,altaria-mega,0334/0001,,12,,,Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,196,259,284,,
,zangoose,zangoose,0335,,2,,,Zangoose,Normal,-,73,115,60,60,60,90,216,279,306,,
,seviper,seviper,0336,,1,,,Seviper,Poison,-,73,100,60,100,60,65,166,229,251,,
,lunatone,lunatone,0337,,1,,,Lunatone,Rock,Psychic,90,55,65,95,85,70,176,239,262,,
,solrock,solrock,0338,,1,,,Solrock,Rock,Psychic,90,95,85,55,65,70,176,239,262,,
,barboach,barboach,0339,,1,,,Barboach,Water,Ground,50,48,43,46,41,60,156,219,240,,
,whiscash,whiscash,0340,,1,,,Whiscash,Water,Ground,110,78,73,76,71,60,156,219,240,,
,corphish,corphish,0341,,1,,,Corphish,Water,-,43,80,65,50,35,35,106,169,185,,
,crawdaunt,crawdaunt,0342,,5,,,Crawdaunt,Water,Dark,63,120,85,90,55,55,146,209,229,,
,baltoy,baltoy,0343,,1,,,Baltoy,Ground,Psychic,40,40,55,40,70,55,146,209,229,,
,claydol,claydol,0344,,3,,,Claydol,Ground,Psychic,60,70,105,70,120,75,186,249,273,,
,lileep,lileep,0345,,1,,,Lileep,Rock,Grass,66,41,77,61,87,23,82,145,159,,
,cradily,cradily,0346,,1,,,Cradily,Rock,Grass,86,81,97,81,107,43,122,185,203,,
,anorith,anorith,0347,,1,,,Anorith,Rock,Bug,45,95,50,40,50,75,186,249,273,,
,armaldo,armaldo,0348,,1,,,Armaldo,Rock,Bug,75,125,100,70,80,45,126,189,207,,
,feebas,feebas,0349,,1,,,Feebas,Water,-,20,15,20,10,55,80,196,259,284,,
,milotic,milotic,0350,,10,,,Milotic,Water,-,95,60,79,100,125,81,198,261,287,,
,castform,castform,0351,,1,,,Castform,Normal,-,70,70,70,70,70,70,176,239,262,,
,castform-sunny,castform-sunny,0351/0001,,,,,-,Fire,-,70,70,70,70,70,70,176,239,262,,
,castform-rainy,castform-rainy,0351/0002,,,,,-,Water,-,70,70,70,70,70,70,176,239,262,,
,castform-snowy,castform-snowy,0351/0003,,,,,-,Ice,-,70,70,70,70,70,70,176,239,262,,
,kecleon,kecleon,0352,,2,,,Kecleon,Normal,-,60,90,70,60,120,40,116,179,196,,
,shuppet,shuppet,0353,,1,,,Shuppet,Ghost,-,44,75,35,63,33,45,126,189,207,,
,banette,banette,0354,,1,,,Banette,Ghost,-,64,115,65,83,63,65,166,229,251,,
,banette-mega,banette-mega,0354/0001,,7,,,Mega Banette,Ghost,-,64,165,75,93,83,75,186,249,273,,
,duskull,duskull,0355,,1,,,Duskull,Ghost,-,20,40,90,30,90,25,86,149,163,,
,dusclops,dusclops,0356,,2,,,Dusclops,Ghost,-,40,70,130,60,130,25,86,149,163,,
,tropius,tropius,0357,,1,,,Tropius,Grass,Flying,99,68,83,72,87,51,138,201,221,,
,chimecho,chimecho,0358,,1,,,Chimecho,Psychic,-,75,50,80,95,90,65,166,229,251,,
,absol,absol,0359,,1,,,Absol,Dark,-,65,130,60,75,60,75,186,249,273,,
,absol-mega,absol-mega,0359/0001,,10,,,Mega Absol,Dark,-,65,150,60,115,60,115,266,329,361,,
,wynaut,wynaut,0360,,1,,,Wynaut,Psychic,-,95,23,48,23,48,23,82,145,159,,
,snorunt,snorunt,0361,,1,,,Snorunt,Ice,-,50,50,50,50,50,50,136,199,218,,
,glalie,glalie,0362,,1,,,Glalie,Ice,-,80,80,80,80,80,80,196,259,284,,
,glalie-mega,glalie-mega,0362/0001,,6,,,Mega Glalie,Ice,-,80,120,80,120,80,100,236,299,328,,
,spheal,spheal,0363,,1,,,Spheal,Ice,Water,70,40,50,55,50,25,86,149,163,,
,sealeo,sealeo,0364,,1,,,Sealeo,Ice,Water,90,60,70,75,70,45,126,189,207,,
,walrein,walrein,0365,,1,,,Walrein,Ice,Water,110,80,90,95,90,65,166,229,251,,
,clamperl,clamperl,0366,,1,,,Clamperl,Water,-,35,64,85,74,55,32,100,163,179,,
,huntail,huntail,0367,,1,,,Huntail,Water,-,55,104,105,94,75,52,140,203,223,,
,gorebyss,gorebyss,0368,,2,,,Gorebyss,Water,-,55,84,105,114,75,52,140,203,223,,
,relicanth,relicanth,0369,,1,,,Relicanth,Water,Rock,100,90,130,45,65,55,146,209,229,,
,luvdisc,luvdisc,0370,,1,,,Luvdisc,Water,-,43,30,55,40,65,97,230,293,322,,
,bagon,bagon,0371,,1,,,Bagon,Dragon,-,45,75,60,40,30,50,136,199,218,,
,shelgon,shelgon,0372,,1,,,Shelgon,Dragon,-,65,95,100,60,50,50,136,199,218,,
,salamence,salamence,0373,,9,,,Salamence,Dragon,Flying,95,135,80,110,80,100,236,299,328,,
,salamence-mega,salamence-mega,0373/0001,,99,,,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,276,339,372,,
,beldum,beldum,0374,,1,,,Beldum,Steel,Psychic,40,55,80,35,60,30,96,159,174,,
,metang,metang,0375,,1,,,Metang,Steel,Psychic,60,75,100,55,80,50,136,199,218,,
,metagross,metagross,0376,,11,,,Metagross,Steel,Psychic,80,135,130,95,90,70,176,239,262,,
,metagross-mega,metagross-mega,0376/0001,,99,,,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,256,319,350,,
,regirock,regirock,0377,,2,,,Regirock,Rock,-,80,100,200,50,100,50,136,199,218,,
,regice,regice,0378,,1,,,Regice,Ice,-,80,50,100,100,200,50,136,199,218,,
,registeel,registeel,0379,,10,,,Registeel,Steel,-,80,75,150,75,150,50,136,199,218,,
,latias,latias,0380,,16,,,Latias,Dragon,Psychic,80,80,90,110,130,110,256,319,350,,
,latias-mega,latias-mega,0380/0001,,99,,,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,256,319,350,,
,latios,latios,0381,,17,,,Latios,Dragon,Psychic,80,90,80,130,110,110,256,319,350,,
,latios-mega,latios-mega,0381/0001,,99,,,Mega Latios,Dragon,Psychic,80,130,100,160,120,110,256,319,350,,
,kyogre,kyogre,0382,,99,,,Kyogre,Water,-,100,100,90,150,140,90,216,279,306,,
,kyogre-primal,kyogre-primal,0382/0001,,99,,,Primal Kyogre,Water,-,100,150,90,180,160,90,216,279,306,,
,groudon,groudon,0383,,99,,,Groudon,Ground,-,100,150,140,100,90,90,216,279,306,,
,groudon-primal,groudon-primal,0383/0001,,99,,,Primal Groudon,Ground,Fire,100,180,160,150,90,90,216,279,306,,
,rayquaza,rayquaza,0384,,99,,,Rayquaza,Dragon,Flying,105,150,90,150,90,95,226,289,317,,
,rayquaza-mega,rayquaza-mega,0384/0001,,99,,,Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,266,329,361,,
,jirachi,jirachi,0385,,16,,,Jirachi,Steel,Psychic,100,100,100,100,100,100,236,299,328,,
,deoxys,deoxys,0386,,99,,,Deoxys,Psychic,-,50,150,50,150,50,150,336,399,438,,
,deoxys-attack,deoxys-attack,0386/0001,,99,,,Deoxys-Attack,Psychic,-,50,180,20,180,20,150,336,399,438,,
,deoxys-defense,deoxys-defense,0386/0002,,8,,,Deoxys-Defense,Psychic,-,50,70,160,70,160,90,216,279,306,,
,deoxys-speed,deoxys-speed,0386/0003,,99,,,Deoxys-Speed,Psychic,-,50,95,90,95,90,180,396,459,504,,
,turtwig,turtwig,0387,,1,,,Turtwig,Grass,-,55,68,64,45,55,31,98,161,177,,
,grotle,grotle,0388,,1,,,Grotle,Grass,-,75,89,85,55,65,36,108,171,188,,
,torterra,torterra,0389,,2,,,Torterra,Grass,Ground,95,109,105,75,85,56,148,211,232,,
,chimchar,chimchar,0390,,1,,,Chimchar,Fire,-,44,58,44,58,44,61,158,221,243,,
,monferno,monferno,0391,,1,,,Monferno,Fire,Fighting,64,78,52,78,52,81,198,261,287,,
,infernape,infernape,0392,,16,,,Infernape,Fire,Fighting,76,104,71,104,71,108,252,315,346,,
,piplup,piplup,0393,,1,,,Piplup,Water,-,53,51,53,61,56,40,116,179,196,,
,prinplup,prinplup,0394,,1,,,Prinplup,Water,-,64,66,68,81,76,50,136,199,218,,
,empoleon,empoleon,0395,,9,,,Empoleon,Water,Steel,84,86,88,111,101,60,156,219,240,,
,starly,starly,0396,,1,,,Starly,Normal,Flying,40,55,30,30,30,60,156,219,240,,
,staravia,staravia,0397,,1,,,Staravia,Normal,Flying,55,75,50,40,40,80,196,259,284,,
,staraptor,staraptor,0398,,8,,,Staraptor,Normal,Flying,85,120,70,50,60,100,236,299,328,,
,bidoof,bidoof,0399,,1,,,Bidoof,Normal,-,59,45,40,35,40,31,98,161,177,,
,bibarel,bibarel,0400,,1,,,Bibarel,Normal,Water,79,85,60,55,60,71,178,241,265,,
,kricketot,kricketot,0401,,1,,,Kricketot,Bug,-,37,25,41,25,41,25,86,149,163,,
,kricketune,kricketune,0402,,1,,,Kricketune,Bug,-,77,85,51,55,51,65,166,229,251,,
,shinx,shinx,0403,,1,,,Shinx,Electric,-,45,65,34,40,34,45,126,189,207,,
,luxio,luxio,0404,,1,,,Luxio,Electric,-,60,85,49,60,49,60,156,219,240,,
,luxray,luxray,0405,,1,,,Luxray,Electric,-,80,120,79,95,79,70,176,239,262,,
